date,timezone,username,tweet,link,nlikes,nretweets,nreplies,hashtags,datetime_,date_dt,time_dt
2022-01-09 19:15:01,+0800,iskandarzhilmi,"They wrote ""kami mewakili warga sprm"" when they're just 3 people",https://twitter.com/iskandarzhilmi/status/1480136020809060352,32,9,2,[],2022-01-09 19:15:01,2022-01-09,19:15:01
2022-01-09 19:14:47,+0800,4thepeople15,@twitmsian @SPRMMalaysia Not surprising at all as @SPRMMalaysia now is a symbol of cover up and corruption! It only shows those in SPRM are equally corrupt and it is a shame to work and to be associated with SPRM! If any in @sprmcommunity if they have any integrity left should resign in protest!,https://twitter.com/4thepeople15/status/1480135963141574659,0,0,0,[],2022-01-09 19:14:47,2022-01-09,19:14:47
2022-01-09 19:14:15,+0800,oneazamemdee,@SyedAkramin Mengesahkan SPRM MESTI dibersihkan dari kepala hingga ke akar!  https://t.co/CYoGDHV6UY,https://twitter.com/oneazamemdee/status/1480135826273026049,0,0,0,[],2022-01-09 19:14:15,2022-01-09,19:14:15
2022-01-09 19:12:07,+0800,jejakaotai,ULASAN | Mufti Perlis: Rombak seluruh kepimpinan SPRM  https://t.co/MTU9xpZCPQ,https://twitter.com/jejakaotai/status/1480135289242677252,0,0,0,[],2022-01-09 19:12:07,2022-01-09,19:12:07
2022-01-09 19:11:30,+0800,4thepeople15,@SyedAkramin Warga SPRM sokong Azam bukan aje bodoh tapi sebenarnya sama sama korup! @SPRMMalaysia kini dah dikenali Pusat Korupsi Negara @sprmcommunity,https://twitter.com/4thepeople15/status/1480135135840595968,0,0,0,[],2022-01-09 19:11:30,2022-01-09,19:11:30
2022-01-09 19:10:54,+0800,UMonline,"Berdasarkan laporan tahunan Excel Force Bhd 2015, Azam memiliki 2,156,000 waran dalam syarikat itu setakat 21 Mac 2016. Ketika itu, Azam adalah pengarah bahagian siasatan SPRM.  https://t.co/SKvChCktUh",https://twitter.com/UMonline/status/1480134982916096002,34,7,9,[],2022-01-09 19:10:54,2022-01-09,19:10:54
2022-01-09 19:10:48,+0800,SinarOnline,Azalina bangkitkan soalan sama ada pemeriksaan menyeluruh dibuat terhadap Tan Sri Azam Baki sebelum dilantik Ketua Pesuruhjaya SPRM.   https://t.co/cOM8ufXRh0,https://twitter.com/SinarOnline/status/1480134957334814721,26,5,3,[],2022-01-09 19:10:48,2022-01-09,19:10:48
2022-01-09 19:07:41,+0800,bigdaddydev,@Beembo8 @malaysiakini SPRM - Suruhanjaya Penggalak Rasuah Malaysia,https://twitter.com/bigdaddydev/status/1480134176389013504,0,0,0,[],2022-01-09 19:07:41,2022-01-09,19:07:41
2022-01-09 19:05:19,+0800,amvanhuizen,@TokJoeMY Bukan SPRM kannn Tok?,https://twitter.com/amvanhuizen/status/1480133579602419715,2,0,0,[],2022-01-09 19:05:19,2022-01-09,19:05:19
2022-01-09 19:04:57,+0800,hcsoon,"KP SPRM ni dulu masa dilantik dia dapat pekenan kan?  So, skrg ni ada yg masih berkenan ke?",https://twitter.com/hcsoon/status/1480133487214874627,1,1,0,[],2022-01-09 19:04:57,2022-01-09,19:04:57
2022-01-09 19:04:48,+0800,nazazli5982,"@fahmi_fadzil Sepatutnya … SPRM officers mesti faham good governance and good stewardship lebih daripada orang lain. If this is how they behave, what hope do we have as a country? We are a decaying society that’s heading towards certain failure",https://twitter.com/nazazli5982/status/1480133447741886465,0,0,0,[],2022-01-09 19:04:48,2022-01-09,19:04:48
2022-01-09 19:02:31,+0800,ikram_zya,@SPRMMalaysia Memorandum sokongan? Keluarnya dokumen pelik macam ni nampak seperti ada benda merapu dan tidak profesional dalam SPRM.  Janganlah rosakkan negara. Kita semacam pasti akan ketinggalan dari negara jiran seperti Indonesia dan Thailand dalam beberapa tahun lagi. Jarang burukkan lagi,https://twitter.com/ikram_zya/status/1480132873747267584,0,0,0,[],2022-01-09 19:02:31,2022-01-09,19:02:31
2022-01-09 19:00:34,+0800,ismed_ulamraja,@ES_EdisiKhas Tolong siasat tiga ekoq mangkuk ayun yang sokong KP SPRM hari ni. Jangan² depa pun sama jenih mangkaq duk kedarah saham macam boss depa jugak,https://twitter.com/ismed_ulamraja/status/1480132381835087873,0,0,0,[],2022-01-09 19:00:34,2022-01-09,19:00:34
2022-01-09 19:00:16,+0800,2sprm,@wonshx عرفتي تصيديه ب🐯,https://twitter.com/2sprm/status/1480132308439080960,0,0,1,[],2022-01-09 19:00:16,2022-01-09,19:00:16
2022-01-09 18:59:03,+0800,ameeynkeychick,minggu lepas aku upload psal gmbr dibawah..dn minggu kecoh SPRM...benda yang melibatkan duit dan kuasa jangan buat main....know what you do.. jgn main credential je...semua ada undang-undang... sepatutnya bila kau di tahap JUSA undang undang should be no problem at all...,https://twitter.com/ameeynkeychick/status/1480132003483684865,0,0,0,[],2022-01-09 18:59:03,2022-01-09,18:59:03
2022-01-09 18:59:02,+0800,theshahriman,"@SPRMMalaysia Rasuah Budaya Kita  -SPRM, 2022",https://twitter.com/theshahriman/status/1480131996181426176,0,0,0,[],2022-01-09 18:59:02,2022-01-09,18:59:02
2022-01-09 18:58:59,+0800,hafizulhadi3,"Kalau macam ni, semua sekali dalam SPRM perlu disiasat. 😂 Integriti campak laut",https://twitter.com/hafizulhadi3/status/1480131984772898819,0,0,0,[],2022-01-09 18:58:59,2022-01-09,18:58:59
2022-01-09 18:58:19,+0800,aliamirrazali,"Kalau betul Azam Baki tak bersalah, ambil lah cuti sementara disiasat. Kembalikan kepercayaan terhadap institusi SPRM.   Kata orang, berani kerana benar, takut kerana salah.",https://twitter.com/aliamirrazali/status/1480131818389049344,0,0,0,[],2022-01-09 18:58:19,2022-01-09,18:58:19
2022-01-09 18:58:19,+0800,zain6000,@SinarOnline Kudis dalam sprm dah lebih serius dari kurap...  Cuma dia jaga geng maka kenalah didiamkan,https://twitter.com/zain6000/status/1480131815817973761,1,0,0,[],2022-01-09 18:58:19,2022-01-09,18:58:19
2022-01-09 18:57:47,+0800,nurislah,Kalau beginilah apa akan jadi jika SPRM siasat Ketua Pesuruhjaya SPRM sendiri ??!  https://t.co/cz1tyBAO79,https://twitter.com/nurislah/status/1480131682762047494,0,0,0,[],2022-01-09 18:57:47,2022-01-09,18:57:47
2022-01-09 18:56:37,+0800,nopartyteam,"@realDrMAZA Ditubuhkan LPPR pun lantik org politik yg bermasalah jd pengerusi, camna SPRM nak bebas...lg hancur adalah",https://twitter.com/nopartyteam/status/1480131391723429888,3,0,0,[],2022-01-09 18:56:37,2022-01-09,18:56:37
2022-01-09 18:56:36,+0800,frankrxII,"@SPRMMalaysia bagus kamu senaraikan siapa ""warga SPRM"" yg sokong tu, senang pegawai selepas ni nak buat ""rujukkan""....",https://twitter.com/frankrxII/status/1480131384316350464,1,0,0,[],2022-01-09 18:56:36,2022-01-09,18:56:36
2022-01-09 18:55:48,+0800,mkazwarsudin,@f4kr0ls00d @SPRMMalaysia SPRM ni apa ek...? sorry tak tau.....,https://twitter.com/mkazwarsudin/status/1480131183715381248,1,0,0,[],2022-01-09 18:55:48,2022-01-09,18:55:48
2022-01-09 18:52:23,+0800,nurazlinkorea,@BernamaTV Apa kena mengena sprm dgn projek ni? Sprm jaga masalah banjir ke? Atau ada rasuah dlm projek ni?,https://twitter.com/nurazlinkorea/status/1480130325023911936,0,0,0,[],2022-01-09 18:52:23,2022-01-09,18:52:23
2022-01-09 18:51:48,+0800,azmeergmeer,Bayangkan bangunan ofis SPRM kt putrajaya tu terbina hasil dari duit rasuah. 😂,https://twitter.com/azmeergmeer/status/1480130179347652608,0,0,0,[],2022-01-09 18:51:48,2022-01-09,18:51:48
2022-01-09 18:49:33,+0800,HaziqJazz,"""seluruh warga"" ye ke? mana bukti ""seluruh warga"" sokong? ada buat poll ke dgn semua staff sprm menyatakan sokongan kepimpinan azam baki?? kalau tkde takyah sembang semua sokong azam baki. bodoh tu pun nak kena ajar",https://twitter.com/HaziqJazz/status/1480129610545188864,1,0,0,[],2022-01-09 18:49:33,2022-01-09,18:49:33
2022-01-09 18:49:23,+0800,ikmalhi,"@adzman86 Kenapa masa mamat SPRM yang songlap duit juta2 dan ganti dengan duit palsu hari tu, mereka tak keluarkan statement camni sebelum di siasat?",https://twitter.com/ikmalhi/status/1480129570334408704,0,0,0,[],2022-01-09 18:49:23,2022-01-09,18:49:23
2022-01-09 18:49:15,+0800,aktzma,@maszlee Rasanya hasil siasatan oleh anak buah Azam ke atas Azam akan diserahkan kpd Azam selaku Ketua pengarah Sprm dan Azam akan menentukan sama ada adiknya bersalah atau tidak,https://twitter.com/aktzma/status/1480129534972157955,95,28,1,[],2022-01-09 18:49:15,2022-01-09,18:49:15
2022-01-09 18:48:37,+0800,InfoRakyatKini,Isu Azam Baki: Mohd Asri cadang SPRM dirombak more:  https://t.co/6XFRJfgIO2 #MalaysiaPrihatin #MalaysiaSejahtera  https://t.co/punaeghp26,https://twitter.com/InfoRakyatKini/status/1480129376956076032,0,1,0,"['malaysiaprihatin', 'malaysiasejahtera']",2022-01-09 18:48:37,2022-01-09,18:48:37
2022-01-09 18:46:55,+0800,JimmyHXC99,@hmetromy Modus operandi makan rasuah sprm xde ke ?,https://twitter.com/JimmyHXC99/status/1480128950193901569,1,0,0,[],2022-01-09 18:46:55,2022-01-09,18:46:55
2022-01-09 18:46:36,+0800,_Acat_,@qedx_ No need siasat. Masakan sprm mampu untuk membuat salah.,https://twitter.com/_Acat_/status/1480128871085187074,0,0,0,[],2022-01-09 18:46:36,2022-01-09,18:46:36
2022-01-09 18:46:24,+0800,Kim22208633,@SPRMMalaysia 50% sprm adalah bapak penyamun.,https://twitter.com/Kim22208633/status/1480128820329914368,0,0,0,[],2022-01-09 18:46:24,2022-01-09,18:46:24
2022-01-09 18:45:50,+0800,kamylladam,jarang sama sekali sprm backup sprm ni haha. lain mcm si azam baki ni.,https://twitter.com/kamylladam/status/1480128674363969540,0,0,0,[],2022-01-09 18:45:50,2022-01-09,18:45:50
2022-01-09 18:45:21,+0800,seeetian,SPRM adalah badan yang bebas daripada mana-mana pihak. Tidak sepatutnya SPRM mengeluarkan kenyataan yang menyokong tindakan KP apabila beberapa ahli LPPR letak jawatan.  SPRM harus mengeluarkan kenyataan berunsur neutral &amp; mendokong prinsip ketelusan dalam menjalankan amanah.,https://twitter.com/seeetian/status/1480128553517604865,11,7,0,[],2022-01-09 18:45:21,2022-01-09,18:45:21
2022-01-09 18:45:05,+0800,nmehsan_x,"@SPRMMalaysia Patutnya selepas penjelasan Azam Baki, SPRM perlu move forward jer.  Yg kena tuduh pun dah mula tindakkan SAMAN, biar Mahkamah tentukan.   Tak perlu memo bagai.  Lagi banyak SPRM ckp, lagi banyak syakwasangka, macam ada benda SPRM nk cover.",https://twitter.com/nmehsan_x/status/1480128485850894336,0,0,0,[],2022-01-09 18:45:05,2022-01-09,18:45:05
2022-01-09 18:44:58,+0800,kamaruchan69,"@NurulRa82578054 @KroniRakyat @SPRMMalaysia Kalau tengah siasat kau kena gantung tugas lah, dia pun mengaku adik dia bwli. Kau ketua sprm kot takkan buat mistake bangang2 mcm ni",https://twitter.com/kamaruchan69/status/1480128458629869568,1,1,0,[],2022-01-09 18:44:58,2022-01-09,18:44:58
2022-01-09 18:44:27,+0800,VithalNarula,SPRM is a joke 😂,https://twitter.com/VithalNarula/status/1480128326165356544,0,0,0,[],2022-01-09 18:44:27,2022-01-09,18:44:27
2022-01-09 18:43:48,+0800,mohd_afiq22,@SPRMMalaysia Sprm sokong perasuah? Ketua pengarah pun makan orang bawahan tak tahu la,https://twitter.com/mohd_afiq22/status/1480128163271229441,0,0,0,[],2022-01-09 18:43:48,2022-01-09,18:43:48
2022-01-09 18:43:21,+0800,dk_derick72,@malaysiakini Wouldn’t SPRM an apolitical statutory institution? The level incompetence is nigh 😆.,https://twitter.com/dk_derick72/status/1480128050549313536,0,0,0,[],2022-01-09 18:43:21,2022-01-09,18:43:21
2022-01-09 18:42:42,+0800,qedx_,"tapi tu lah kan? siapa yang akan siasat SPRM? Polis? ""Badan bebas""? Siapa yang boleh percaya?",https://twitter.com/qedx_/status/1480127887579643906,0,0,1,[],2022-01-09 18:42:42,2022-01-09,18:42:42
2022-01-09 18:41:06,+0800,FizieIshak1,@IsmailSabri60 Siasat hubungan perniagaan melibatkan ketua SPRM #SiasatAzamBaki - Sign the Petition!  https://t.co/IcnTpnAkzs via @Change,https://twitter.com/FizieIshak1/status/1480127484792168448,0,0,0,['siasatazambaki'],2022-01-09 18:41:06,2022-01-09,18:41:06
2022-01-09 18:40:32,+0800,robbyduran,@maszlee Sebagai warganegara Malaysia...sy memohon agar KP + 3 TKP SPRM utk direhatkan sementara 1 badan bebas (dilantik melalui Parliament) utk menjalankan sisatan...sekian,https://twitter.com/robbyduran/status/1480127340545863681,16,0,0,[],2022-01-09 18:40:32,2022-01-09,18:40:32
2022-01-09 18:40:26,+0800,aminulhakim,"ada kartel dalam sprm linked dgn org lain kot ni. Teka ja la, taktau betui ka dak",https://twitter.com/aminulhakim/status/1480127316441268226,0,0,1,[],2022-01-09 18:40:26,2022-01-09,18:40:26
2022-01-09 18:40:07,+0800,_amirulhaniff,@_syfqrsln Bersekongkol dengan abg beliau. Siapa abg beliau?  Ketua Pesuruhjaya SPRM,https://twitter.com/_amirulhaniff/status/1480127238708232194,0,0,0,[],2022-01-09 18:40:07,2022-01-09,18:40:07
2022-01-09 18:38:24,+0800,BudakHutan1,@qedx_ Nanti sprm kata dia dah jumpq adik bos sprm,https://twitter.com/BudakHutan1/status/1480126806510292994,0,0,0,[],2022-01-09 18:38:24,2022-01-09,18:38:24
2022-01-09 18:37:21,+0800,tuahpang5720,Ingat Pihak Kerajaan saja boleh buat Kenyataan Media....Rakyat Malaysia pun dah mula buat Kenyataan Media... Moga #YDPA dan #IstanaNegara ambil perhatian diatas Kenyataan Media Majoriti Rakyat Malaysia yang sudah hilang kepercayaan kepada SPRM dan Kerajaan Malaysia...  https://t.co/cvVpiIgf6t,https://twitter.com/tuahpang5720/status/1480126539194720257,0,0,0,"['ydpa', 'istananegara']",2022-01-09 18:37:21,2022-01-09,18:37:21
2022-01-09 18:37:02,+0800,santai_tv,"Ahmad Dusuki hari ini tampil membuat kenyataan mewakili Dewan Ulamak Pas mendakwa isu saham melibatkan Ketua Pesuruhjaya Suruhanjaya Pencegahan Rasuah Malaysia, Azam Baki sengaja ditimbulkan “oleh musuh-musuh kepada SPRM” bagi menghilangkan keyakinan dan…  https://t.co/COHXkLy4Iu",https://twitter.com/santai_tv/status/1480126461956689922,0,0,0,[],2022-01-09 18:37:02,2022-01-09,18:37:02
2022-01-09 18:36:20,+0800,MyKMUnet,MAZA saran rombak SPRM secara menyeluruh  https://t.co/OgbOumlBCh,https://twitter.com/MyKMUnet/status/1480126283506143233,0,0,0,[],2022-01-09 18:36:20,2022-01-09,18:36:20
2022-01-09 18:35:22,+0800,Ejul_Farizan,RIP SPRM,https://twitter.com/Ejul_Farizan/status/1480126040986980353,0,0,0,[],2022-01-09 18:35:22,2022-01-09,18:35:22
2022-01-09 18:35:02,+0800,SPrm_AS,誕生日プレゼントに3冊買ってもらった  https://t.co/URDox7vLTX,https://twitter.com/SPrm_AS/status/1480125958611169283,1,0,0,[],2022-01-09 18:35:02,2022-01-09,18:35:02
2022-01-09 18:33:34,+0800,qyymshkr,@SPRMMalaysia Kepada yg tak faham keterangan memorandum di atas. Biar saya translate. Surat ni nk cakap yg seluruh SPRM korup. Sekian.,https://twitter.com/qyymshkr/status/1480125590279634944,2,0,0,[],2022-01-09 18:33:34,2022-01-09,18:33:34
2022-01-09 18:33:30,+0800,LasaEntreprise,"@kuasasiswa Bhahahaha kau buang jela nama ""Tan Sri Dati Haji"" dia tu. Jijik aku tengok orang berpangkat pun ada skandal rasuah keliling pinggang. Woii @SPRMMalaysia engkau ni entiti yang dah takde maruah. Buang jela Azam Berdaki tu, bubar sprm",https://twitter.com/LasaEntreprise/status/1480125572424503297,3,0,0,[],2022-01-09 18:33:30,2022-01-09,18:33:30
2022-01-09 18:33:06,+0800,hafezulkarnain,kalau ketua pencegahan rasuah buat silap? #sprm,https://twitter.com/hafezulkarnain/status/1480125469714382850,2,0,0,['sprm'],2022-01-09 18:33:06,2022-01-09,18:33:06
2022-01-09 18:32:48,+0800,nogreyzones,@fahmi_fadzil Confused....is SPRM a political party?,https://twitter.com/nogreyzones/status/1480125394942451714,3,2,0,[],2022-01-09 18:32:48,2022-01-09,18:32:48
2022-01-09 18:31:47,+0800,ayg16,@fmtoday Rosak dh sprm ni sebb dari atas dh busuk. Yg bawah mengekor sj.,https://twitter.com/ayg16/status/1480125141879193601,1,0,0,[],2022-01-09 18:31:47,2022-01-09,18:31:47
2022-01-09 18:31:35,+0800,WanAgyl,@PASPusat dalam kepimpinan SPRM juga tiada yg maksum,https://twitter.com/WanAgyl/status/1480125087919448064,0,0,0,[],2022-01-09 18:31:35,2022-01-09,18:31:35
2022-01-09 18:31:14,+0800,mkazwarsudin,@BernamaTV Bagus la ketua SPRM ni.. turun padang... Mantopp.... Eh jap... apa kena mengena dengan SPRM dlm projek ni.....? Kompius aku....,https://twitter.com/mkazwarsudin/status/1480125001260883971,0,0,0,[],2022-01-09 18:31:14,2022-01-09,18:31:14
2022-01-09 18:30:35,+0800,ZubirIzzat,"Kalau siasatan belum habis, tapi dah keluar kenyataan menyokong, apa lagi boleh diharap?   SPRM mendokong kebenaran dan ketelusan, atau mendokong tubuh badan manusia?   Taksublah pada kebenaran, elakkan taksub pada tubuh badan, melainkan pada Rasulullah.",https://twitter.com/ZubirIzzat/status/1480124839008497665,1,0,0,[],2022-01-09 18:30:35,2022-01-09,18:30:35
2022-01-09 18:29:52,+0800,fahmi_fadzil,"Pegawai2 kanan SPRM sepatutnya bersifat neutral, tak berpihak apatah lagi apabila isunya melibatkan salah seorang pimpinan kanan SPRM.  Kenyataan yang mengeruhkan keadaan dan menimbulkan pelbagai tanda tanya baru, termasuk proses apa yg mereka guna utk capai pendirian ini?  https://t.co/hexNeWLPnc",https://twitter.com/fahmi_fadzil/status/1480124657336340482,586,199,60,[],2022-01-09 18:29:52,2022-01-09,18:29:52
2022-01-09 18:27:30,+0800,fikribaharan,"Aku dari dulu menyampah tgk design kenyataan media SPRM ni. Dah takde duit sangat ke nak hire designer design elok sikit kenyataan media ni?   Biasanya aku rilek je tp kali ni xtahan lah. Dah design buruk, isi pun bodoh. Berganda-ganda angin bila tengok.",https://twitter.com/fikribaharan/status/1480124061422211075,1,0,0,[],2022-01-09 18:27:30,2022-01-09,18:27:30
2022-01-09 18:26:50,+0800,mikeyipdotcom,"Back then, @NajibRazak claims he don’t know how the money gets into his bank account.  Now, SPRM taikor claims his bro is the one using his account.  Pattern so much but instead of protecting whistleblowers, the authorities goes after them to protect the select few.  https://t.co/j8zTxWPuWr",https://twitter.com/mikeyipdotcom/status/1480123895982137344,1,1,0,[],2022-01-09 18:26:50,2022-01-09,18:26:50
2022-01-09 18:26:25,+0800,BaliMie,Ehhh. Jadinya yang siasat sprm is still sprm? Boss besar pulak tu. 🤣 Lucunya tidak dibuat buat,https://twitter.com/BaliMie/status/1480123790881296384,0,0,0,[],2022-01-09 18:26:25,2022-01-09,18:26:25
2022-01-09 18:25:46,+0800,mkazwarsudin,@LaPorKo @ES_EdisiKhas @PDRMsia @SPRMMalaysia SPRM?????,https://twitter.com/mkazwarsudin/status/1480123626451918848,1,0,0,[],2022-01-09 18:25:46,2022-01-09,18:25:46
2022-01-09 18:25:33,+0800,santai_tv,"Termasuk Abu Zahar Ujang selaku pengerusi, Lembaga Penasihat Pencecahan Rasuah (LPPR) SPRM mempunyai tujuh orang anggota. Berikutan sidang media Abu Zahar atas nama LPPR pada 5 Januari lalu yang membersihkan Ketua Pesuruhjaya SPRM, Azam Baki daripada…  https://t.co/szb7npWYoX",https://twitter.com/santai_tv/status/1480123569849843713,0,0,0,[],2022-01-09 18:25:33,2022-01-09,18:25:33
2022-01-09 18:25:32,+0800,m_dateline,"Termasuk Abu Zahar Ujang selaku pengerusi, Lembaga Penasihat Pencecahan Rasuah (LPPR) SPRM mempunyai tujuh orang anggota. Berikutan sidang media Abu Zahar atas nama LPPR pada 5 Januari lalu yang membersihkan Ketua Pesuruhjaya SPRM, Azam…  https://t.co/hxnNnzcYYU #malaysiadateline",https://twitter.com/m_dateline/status/1480123567983316997,1,1,0,['malaysiadateline'],2022-01-09 18:25:32,2022-01-09,18:25:32
2022-01-09 18:22:44,+0800,nabilzarif__,SPRM dah tukar nama ker? 🤣  https://t.co/da4KN0TUWA,https://twitter.com/nabilzarif__/status/1480122862786670593,0,0,0,[],2022-01-09 18:22:44,2022-01-09,18:22:44
2022-01-09 18:21:33,+0800,Me1234509876,"@501Awani ... pendirian itu dimakalumkan oleh KP SPRM yang masih bertugas masa kini. Btw, kalau KP masih bertugas, siapa pula nak keluarkan statement mcm tu kalau bukan KP ya ?",https://twitter.com/Me1234509876/status/1480122565217579009,0,0,0,[],2022-01-09 18:21:33,2022-01-09,18:21:33
2022-01-09 18:19:16,+0800,perantau_hati,@SPRMMalaysia Tolong lah… kenyataan ni membuatkan kami hilang kepercayan kepada segenap lapisan pemimpin sprm,https://twitter.com/perantau_hati/status/1480121988962160641,0,0,0,[],2022-01-09 18:19:16,2022-01-09,18:19:16
2022-01-09 18:18:25,+0800,dzarul43,@mkini_bm Dia bukan ahli politik tapi penjawat awam! Ada pula yang TONGONG double standard antara kes LGE dengan  SPRM! Ahli politik tiada kuasa atas penjawat awam! Kenapa tak double standard dengan kes Najib? Telah didapati bersalah tapi masih merayau ke sana ke mari? Jahanan negara!,https://twitter.com/dzarul43/status/1480121777439186944,0,0,0,[],2022-01-09 18:18:25,2022-01-09,18:18:25
2022-01-09 18:17:42,+0800,aiskrimpeanut,"Mesti pegawai SPRM cakap dgn staff-staff diorang minta sokongan untuk Azam Baki dekat whatsApp:  “Ok guys minta semua sepakat sokong KP kita ya. Korang tak sokong, korang hilang kerja”",https://twitter.com/aiskrimpeanut/status/1480121595494420481,2,0,0,[],2022-01-09 18:17:42,2022-01-09,18:17:42
2022-01-09 18:16:44,+0800,TheAimanZck,"Fucking SPRM.. Dah jadi mcm mafia dah government ni. Politicians jaga SPRM, SPRM jaga politicians.",https://twitter.com/TheAimanZck/status/1480121352157863939,0,0,1,[],2022-01-09 18:16:44,2022-01-09,18:16:44
2022-01-09 18:16:26,+0800,lupislurpee,"Azam is netiher guilty nor innocent (yet), sure. But why some people n even sprm stated their support for Azam?",https://twitter.com/lupislurpee/status/1480121277071314945,1,0,0,[],2022-01-09 18:16:26,2022-01-09,18:16:26
2022-01-09 18:15:49,+0800,TheAimanZck,"Kalau SPRM pun kita tak boleh harap, kat siapa lagi kita nak letakkan harapan.",https://twitter.com/TheAimanZck/status/1480121123908067331,1,0,1,[],2022-01-09 18:15:49,2022-01-09,18:15:49
